,作品名,Item.reviewCount,アフィリエイトURL,商品説明,価格,レビュー平均,ジャンル
1818,MAKERS,235,https://hb.afl.rakuten.co.jp/hgc/g00q0729.bn8ok5ae.g00q0729.bn8ombe7/?pc=https%3A%2F%2Fbooks.rakuten.co.jp%2Frb%2F11911536%2F,『ワイアード』ＵＳ版編集長で世界的ベストセラー『フリー』『ロングテール』の著者クリス・アンダーソンが、新産業革命の最前線へと読者を誘う。今日の起業家は、オープンソースのデザインと３Ｄプリンタを使って製造業をデスクトップ上で展開している。カスタム製造とＤＩＹによる製品デザインや開発を武器に、ガレージでもの作りに励む何百万人という「メイカーズ」世代が、製造業の復活を後押しする。ウェブのイノベーション・モデルをリアルなもの作りに持ち込むことで、グローバル経済の次の大きな波を起こすのだ。世界規模で進行する「メイカームーブメント」を決定づける一冊。,2090,4.0,単行本
1819,64（ロクヨン） 上,235,https://hb.afl.rakuten.co.jp/hgc/g00q0729.bn8ok5ae.g00q0729.bn8ombe7/?pc=https%3A%2F%2Fbooks.rakuten.co.jp%2Frb%2F13057290%2F,元刑事で一人娘が失踪中のＤ県警広報官・三上義信。記者クラブと匿名問題で揉める中、“昭和６４年”に起きたＤ県警史上最悪の翔子ちゃん誘拐殺人事件への警察庁長官視察が決定する。だが被害者遺族からは拒絶され、刑事部からは猛反発をくらう。組織と個人の相克を息詰まる緊張感で描き、ミステリ界を席巻した著者の渾身作。,704,4.07,文庫
1820,坂の上の雲 三,235,https://hb.afl.rakuten.co.jp/hgc/g00q0729.bn8ok5ae.g00q0729.bn8ombe7/?pc=https%3A%2F%2Fbooks.rakuten.co.jp%2Frb%2F1030040%2F,日清戦争から十年ーじりじりと南下する巨大な軍事国家ロシアの脅威に、日本は恐れおののいた。「戦争はありえない。なぜならば私が欲しないから」とロシア皇帝ニコライ二世はいった。しかし、両国の激突はもはや避けえない。病の床で数々の偉業をなしとげた正岡子規は戦争の足音を聞きつつ燃えつきるようにして、逝った。,803,4.32,文庫
1821,ゾウの時間ネズミの時間,235,https://hb.afl.rakuten.co.jp/hgc/g00q0729.bn8ok5ae.g00q0729.bn8ombe7/?pc=https%3A%2F%2Fbooks.rakuten.co.jp%2Frb%2F547692%2F,動物のサイズが違うと機敏さが違い、寿命が違い、総じて時間の流れる速さが違ってくる。行動圏も生息密度も、サイズと一定の関係がある。ところが一生の間に心臓が打つ総数や体重あたりの総エネルギー使用量は、サイズによらず同じなのである。本書はサイズからの発想によって動物のデザインを発見し、その動物のよって立つ論理を人間に理解可能なものにする新しい生物学入門書であり、かつ人類の将来に貴重なヒントを提供する。,748,3.84,新書
1822,本音で生きる,235,https://hb.afl.rakuten.co.jp/hgc/g00q0729.bn8ok5ae.g00q0729.bn8ombe7/?pc=https%3A%2F%2Fbooks.rakuten.co.jp%2Frb%2F13479955%2F,「後で何か言われそうだから、言わない」「失敗が嫌だからやらない」…。しがらみも多い日常の中で、本音を言わずに、本心を殺して過ごしてしまうことも多い。しかし、自分に言い訳ばかりしていて、後悔はしないだろうか？世間の声に惑わされず、常に本心を伝え、本音で生きてきた著者。本書では、本当に後悔しない人生を送るために必要なことを伝授する。,880,3.71,新書
1823,BLEACH（1）,234,https://hb.afl.rakuten.co.jp/hgc/g00q0729.bn8ok5ae.g00q0729.bn8ombe7/?pc=https%3A%2F%2Fbooks.rakuten.co.jp%2Frb%2F1405976%2F,,484,4.26,コミック
1824,ONE PIECE 6,234,https://hb.afl.rakuten.co.jp/hgc/g00q0729.bn8ok5ae.g00q0729.bn8ombe7/?pc=https%3A%2F%2Fbooks.rakuten.co.jp%2Frb%2F1022566%2F,,484,4.76,
1825,NANA（14）,234,https://hb.afl.rakuten.co.jp/hgc/g00q0729.bn8ok5ae.g00q0729.bn8ombe7/?pc=https%3A%2F%2Fbooks.rakuten.co.jp%2Frb%2F3677764%2F,,484,4.64,コミック
1826,この世界の片隅に（上）,234,https://hb.afl.rakuten.co.jp/hgc/g00q0729.bn8ok5ae.g00q0729.bn8ombe7/?pc=https%3A%2F%2Fbooks.rakuten.co.jp%2Frb%2F5292717%2F,,712,4.5,コミック
1827,哀しい予感,234,https://hb.afl.rakuten.co.jp/hgc/g00q0729.bn8ok5ae.g00q0729.bn8ombe7/?pc=https%3A%2F%2Fbooks.rakuten.co.jp%2Frb%2F489231%2F,弥生はいくつもの啓示を受けるようにしてここに来た。それは、おばである、ゆきのの家。濃い緑の匂い立ち込めるその古い一軒家に、変わり者の音楽教師ゆきのはひっそりと暮らしている。２人で過ごすときに流れる透明な時間。それは失われた家族のぬくもりだったのか。ある曇った午後、ゆきのの弾くピアノの音色が空に消えていくのを聴いたとき、弥生の１９歳、初夏の物語は始まった。大ベストセラー、そして吉本ばなな作品初の文庫化。,572,4.02,文庫
1828,DUO 3.0／CD復習用,234,https://hb.afl.rakuten.co.jp/hgc/g00q0729.bn8ok5ae.g00q0729.bn8ombe7/?pc=https%3A%2F%2Fbooks.rakuten.co.jp%2Frb%2F3136851%2F,,1320,4.28,カセット、CD等
1829,ホテルジューシー,234,https://hb.afl.rakuten.co.jp/hgc/g00q0729.bn8ok5ae.g00q0729.bn8ombe7/?pc=https%3A%2F%2Fbooks.rakuten.co.jp%2Frb%2F6599169%2F,大家族の長女に生まれた天下無敵のしっかり娘ヒロちゃん。ところがバイトにやってきた那覇のゲストハウス・ホテルジューシーはいつもと相当勝手が違う。昼夜二重人格のオーナー（代理）や、沖縄的テーゲー（アバウト）を体現するような双子の老ハウスキーパーなど規格外の職場仲間、さらにはワケありのお客さんたちにも翻弄されながら、ヒロちゃんの夏は過ぎてゆくー南風が運ぶ青春成長ミステリ、待望の文庫化。,748,3.78,文庫
1830,DUO 3.0／CD復習用,234,https://hb.afl.rakuten.co.jp/hgc/g00q0729.bn8ok5ae.g00q0729.bn8ombe7/?pc=https%3A%2F%2Fbooks.rakuten.co.jp%2Frb%2F3136851%2F,,1320,4.28,カセット、CD等
1831,ホテルジューシー,234,https://hb.afl.rakuten.co.jp/hgc/g00q0729.bn8ok5ae.g00q0729.bn8ombe7/?pc=https%3A%2F%2Fbooks.rakuten.co.jp%2Frb%2F6599169%2F,大家族の長女に生まれた天下無敵のしっかり娘ヒロちゃん。ところがバイトにやってきた那覇のゲストハウス・ホテルジューシーはいつもと相当勝手が違う。昼夜二重人格のオーナー（代理）や、沖縄的テーゲー（アバウト）を体現するような双子の老ハウスキーパーなど規格外の職場仲間、さらにはワケありのお客さんたちにも翻弄されながら、ヒロちゃんの夏は過ぎてゆくー南風が運ぶ青春成長ミステリ、待望の文庫化。,748,3.78,文庫
1832,人を動かす文庫版,234,https://hb.afl.rakuten.co.jp/hgc/g00q0729.bn8ok5ae.g00q0729.bn8ombe7/?pc=https%3A%2F%2Fbooks.rakuten.co.jp%2Frb%2F13534397%2F,日本で５００万部突破の歴史的ベストセラー。人が生きていく上で身につけるべき「人間関係の原則」を実例豊かに説き起こした不朽の名著。,715,4.35,文庫
1833,Think clearly　最新の学術研究から導いた、よりよい人生を送るための思考法,234,https://hb.afl.rakuten.co.jp/hgc/g00q0729.bn8ok5ae.g00q0729.bn8ombe7/?pc=https%3A%2F%2Fbooks.rakuten.co.jp%2Frb%2F15830994%2F,この複雑な世界を生き抜くための、鮮明なる指針。心理学、行動経済学、哲学、投資家や起業家の思想をひもとき、スイスのベストセラー作家が渾身の力でまとめ上げた、未来が変わる「５２の考え方」。,1980,3.8,単行本
1834,14歳からの哲学,234,https://hb.afl.rakuten.co.jp/hgc/g00q0729.bn8ok5ae.g00q0729.bn8ombe7/?pc=https%3A%2F%2Fbooks.rakuten.co.jp%2Frb%2F1542673%2F,人は１４歳以降、一度は考えておかなければならないことがある。,1320,4.01,単行本
1835,おとなの教養,234,https://hb.afl.rakuten.co.jp/hgc/g00q0729.bn8ok5ae.g00q0729.bn8ombe7/?pc=https%3A%2F%2Fbooks.rakuten.co.jp%2Frb%2F12733767%2F,いま、学ぶべき教養とは何か？現代人必須の７科目とは、「宗教」「宇宙」「人類の旅路」「人間と病気」「経済学」「歴史」「日本と日本人」。この７つを貫くのは、「自分がどういう存在なのか」を考えようとする問題意識だ。７科目のエッセンスを講義形式で明快に説く決定版。現代人の「生きる力」＝教養の本質が一気に身につく！,858,4.15,新書
1836,NANA（14）,234,https://hb.afl.rakuten.co.jp/hgc/g00q0729.bn8ok5ae.g00q0729.bn8ombe7/?pc=https%3A%2F%2Fbooks.rakuten.co.jp%2Frb%2F3677764%2F,,484,4.64,コミック
1837,NARUTO（巻ノ58）,234,https://hb.afl.rakuten.co.jp/hgc/g00q0729.bn8ok5ae.g00q0729.bn8ombe7/?pc=https%3A%2F%2Fbooks.rakuten.co.jp%2Frb%2F11336508%2F,,484,4.56,コミック
1838,パプリカ,234,https://hb.afl.rakuten.co.jp/hgc/g00q0729.bn8ok5ae.g00q0729.bn8ombe7/?pc=https%3A%2F%2Fbooks.rakuten.co.jp%2Frb%2F1497140%2F,精神医学研究所に勤める千葉敦子はノーベル賞級の研究者／サイコセラピスト。だが、彼女にはもうひとつの秘密の顔があった。他人の夢とシンクロして無意識界に侵入する夢探偵パプリカ。人格の破壊も可能なほど強力な最新型精神治療テクノロジー「ＤＣミニ」をめぐる争奪戦が刻一刻とテンションを増し、現実と夢が極限まで交錯したその瞬間、物語世界は驚愕の未体験ゾーンに突入する。,825,3.78,文庫
1839,医師が教える新型コロナワクチンの正体　本当は怖くない新型コロナウイルスと本当に怖い新型コロナワクチン,234,https://hb.afl.rakuten.co.jp/hgc/g00q0729.bn8ok5ae.g00q0729.bn8ombe7/?pc=https%3A%2F%2Fbooks.rakuten.co.jp%2Frb%2F16736443%2F,,1540,4.65,単行本
1840,ベスト・パートナーになるために,234,https://hb.afl.rakuten.co.jp/hgc/g00q0729.bn8ok5ae.g00q0729.bn8ombe7/?pc=https%3A%2F%2Fbooks.rakuten.co.jp%2Frb%2F1343207%2F,えっ男と女は違う星からやってきたの？パートナーの本当の気持ちがわかり、“二人のもっといい関係づくり”の秘訣を何もかも教えてくれる究極の本です。,586,4.2,文庫
1841,アジアンタムブルー,233,https://hb.afl.rakuten.co.jp/hgc/g00q0729.bn8ok5ae.g00q0729.bn8ombe7/?pc=https%3A%2F%2Fbooks.rakuten.co.jp%2Frb%2F3588084%2F,葉子を癌で失ってからというもの、僕はいつもデパートの屋上で空を見上げていたー。万引きを犯し、衆人の前で手酷く痛めつけられた中学の時の心の傷、高校の先輩女性との官能的な体験、不倫による心中で夫を亡くした女性との不思議な縁、ファンの心を癒すＳＭの女王…。主人公・山崎が巡りあった心優しき人々と、南仏ニースでの葉子との最後の日々。青春文学の名作『パイロットフィッシュ』につづく、慟哭の恋愛小説。,748,3.98,文庫
1842,四季　春　Green　Spring,233,https://hb.afl.rakuten.co.jp/hgc/g00q0729.bn8ok5ae.g00q0729.bn8ombe7/?pc=https%3A%2F%2Fbooks.rakuten.co.jp%2Frb%2F4216280%2F,天才科学者・真賀田四季。彼女は五歳になるまでに語学を、六歳には数学と物理をマスタ、一流のエンジニアになった。すべてを一瞬にして理解し、把握し、思考するその能力に人々は魅了される。あらゆる概念にとらわれぬ知性が遭遇した殺人事件は、彼女にどんな影響を与えたのか。圧倒的人気の四部作、第一弾。,715,3.9,文庫
1843,騙し絵の牙,233,https://hb.afl.rakuten.co.jp/hgc/g00q0729.bn8ok5ae.g00q0729.bn8ombe7/?pc=https%3A%2F%2Fbooks.rakuten.co.jp%2Frb%2F15102664%2F,大手出版社で雑誌編集長を務める速水。誰もが彼の言動に惹かれてしまう魅力的な男だ。ある夜、上司から廃刊を匂わされたことをきっかけに、彼の異常なほどの“執念”が浮かび上がってきて…。斜陽の一途を辿る出版界で牙を剥いた男が、業界全体にメスを入れる！,1760,3.68,単行本
1844,スイッチを押すとき,233,https://hb.afl.rakuten.co.jp/hgc/g00q0729.bn8ok5ae.g00q0729.bn8ombe7/?pc=https%3A%2F%2Fbooks.rakuten.co.jp%2Frb%2F5885784%2F,青少年自殺抑制プロジェクトセンターで、監視員として勤務する南洋平。ここでは、４人の少年少女に、自らの命を絶つ“赤いスイッチ”を持たせ、実験をしていた。極限状態で軟禁され、孤独に耐えられず次々と命を絶つはずが、この４人は“７年間もスイッチを押さない”という異例の子供だったのだ。彼らが生きたいと願うその理由を聞き、南たちは脱出を図るが、そこには非情な運命が待ちうけておりー。,660,3.56,文庫
1845,銀の匙 Silver Spoon（5）,233,https://hb.afl.rakuten.co.jp/hgc/g00q0729.bn8ok5ae.g00q0729.bn8ombe7/?pc=https%3A%2F%2Fbooks.rakuten.co.jp%2Frb%2F11903662%2F,,499,4.53,コミック
1846,ONE PIECE 81,233,https://hb.afl.rakuten.co.jp/hgc/g00q0729.bn8ok5ae.g00q0729.bn8ombe7/?pc=https%3A%2F%2Fbooks.rakuten.co.jp%2Frb%2F13797990%2F,,484,4.52,コミック
1847,書店ガール（2）,232,https://hb.afl.rakuten.co.jp/hgc/g00q0729.bn8ok5ae.g00q0729.bn8ombe7/?pc=https%3A%2F%2Fbooks.rakuten.co.jp%2Frb%2F12234964%2F,吉祥寺に出店する大手書店チェーンに転職を果たした理子と亜紀。しかし、大型書店の店長という、いままでと違う職責に理子は戸惑っていた。一方、文芸書担当として活躍する亜紀にも問題が。妊娠をきっかけに起こった夫との確執、書籍の回収騒動ー。そんな忙しい日々の中、本と本屋の力を信じる二人が考え出した新たな挑戦とは？書店を舞台とした痛快お仕事エンタテインメント第二弾。,733,3.95,文庫
1848,スティル・ライフ,232,https://hb.afl.rakuten.co.jp/hgc/g00q0729.bn8ok5ae.g00q0729.bn8ombe7/?pc=https%3A%2F%2Fbooks.rakuten.co.jp%2Frb%2F505131%2F,,594,4.1,文庫
1849,DEATH NOTE（2）,232,https://hb.afl.rakuten.co.jp/hgc/g00q0729.bn8ok5ae.g00q0729.bn8ombe7/?pc=https%3A%2F%2Fbooks.rakuten.co.jp%2Frb%2F1686940%2F,,429,4.71,コミック
1850,GIVE　＆　TAKE,232,https://hb.afl.rakuten.co.jp/hgc/g00q0729.bn8ok5ae.g00q0729.bn8ombe7/?pc=https%3A%2F%2Fbooks.rakuten.co.jp%2Frb%2F12570369%2F,「ギブ＆テイク」とは、この世の中を形成する当たりまえの原理原則に思える。しかしこれからの時代、その“常識”が果たして通用するのかどうかー著者の問題提起が、アメリカで大論議を巻き起こしている。人間の３つのタイプである、ギバー（人に惜しみなく与える人）、テイカー（真っ先に自分の利益を優先させる人）、マッチャー（損得のバランスを考える人）。このそれぞれの特徴と可能性を分析したするどい視点。世界Ｎｏ．１ビジネス・スクール「ペンシルベニア大学ウォートン校」史上最年少終身教授、待望のデビュー作！！,1980,4.1,単行本
